"No.","Time","Source","Destination","Protocol","Length","Info"
"616","63.302889","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=3661 Ack=1861 Win=32768 Len=1238 TSval=677569320 TSecr=850361523 [TCP segment of a reassembled PDU]"
"617","63.302896","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"618","63.302897","192.30.255.112","10.1.18.23","TLSv1.2","1291","Application Data"
"619","63.302942","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=6285 Ack=1861 Win=32768 Len=1238 TSval=677569320 TSecr=850361523 [TCP segment of a reassembled PDU]"
"620","63.302943","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"621","63.302944","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"622","63.302975","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=5060 Win=129664 Len=0 TSval=850361830 TSecr=677569320"
"623","63.302976","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=6285 Win=128448 Len=0 TSval=850361830 TSecr=677569320"
"624","63.303035","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=8761 Win=125952 Len=0 TSval=850361830 TSecr=677569320"
"625","63.303036","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=9999 Win=131072 Len=0 TSval=850361830 TSecr=677569320"
"626","63.303140","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"627","63.303142","192.30.255.112","10.1.18.23","TLSv1.2","710","Application Data"
"628","63.303143","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=11881 Ack=1861 Win=32768 Len=1238 TSval=677569320 TSecr=850361523 [TCP segment of a reassembled PDU]"
"629","63.303144","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"630","63.303174","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=11881 Win=129184 Len=0 TSval=850361830 TSecr=677569320"
"631","63.303174","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=14357 Win=126688 Len=0 TSval=850361830 TSecr=677569320"
"632","63.304725","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=1861 Ack=14357 Win=131072 Len=0 TSval=850361831 TSecr=677569320"
"633","63.318857","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"634","63.324856","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"635","63.324861","192.30.255.112","10.1.18.23","TLSv1.2","587","Application Data, Application Data"
"636","63.324931","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=16833 Win=129824 Len=0 TSval=850361850 TSecr=677569332"
"637","63.324932","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=1861 Ack=17354 Win=129312 Len=0 TSval=850361850 TSecr=677569333"
"638","63.368563","10.1.18.23","138.202.84.49","DNS","116","Standard query 0xde85 A analytics-collector-28944298.us-east-1.elb.amazonaws.com"
"639","63.369190","10.1.18.23","192.30.255.112","TCP","1304","49718  >  443 [ACK] Seq=1861 Ack=17354 Win=131072 Len=1238 TSval=850361894 TSecr=677569333 [TCP segment of a reassembled PDU]"
"640","63.369191","10.1.18.23","192.30.255.112","TLSv1.2","177","Application Data"
"641","63.370329","10.1.18.23","192.30.255.112","TCP","78","49719  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850361895 TSecr=0 SACK_PERM=1"
"642","63.390840","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=17354 Ack=3099 Win=34816 Len=0 TSval=677569350 TSecr=850361894"
"643","63.391313","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=17354 Ack=3210 Win=34816 Len=0 TSval=677569350 TSecr=850361894"
"644","63.392085","192.30.255.112","10.1.18.23","TCP","74","443  >  49719 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28480 Len=0 MSS=1250 SACK_PERM=1 TSval=677569350 TSecr=850361895 WS=1024"
"645","63.392156","10.1.18.23","192.30.255.112","TCP","66","49719  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850361916 TSecr=677569350"
"646","63.392666","10.1.18.23","192.30.255.112","TLSv1.2","271","Client Hello"
"647","63.415563","192.30.255.112","10.1.18.23","TLSv1.2","207","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"648","63.415635","10.1.18.23","192.30.255.112","TCP","66","49719  >  443 [ACK] Seq=206 Ack=142 Win=131072 Len=0 TSval=850361938 TSecr=677569356"
"649","63.415950","10.1.18.23","192.30.255.112","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"650","63.417441","10.1.18.23","192.30.255.112","TCP","1304","49719  >  443 [ACK] Seq=257 Ack=142 Win=131072 Len=1238 TSval=850361940 TSecr=677569356 [TCP segment of a reassembled PDU]"
"651","63.417441","10.1.18.23","192.30.255.112","TLSv1.2","171","Application Data"
"652","63.434200","138.202.84.49","10.1.18.23","DNS","164","Standard query response 0xde85 A analytics-collector-28944298.us-east-1.elb.amazonaws.com A 52.200.15.226 A 50.16.101.178 A 54.175.105.190"
"653","63.436422","10.1.18.23","52.200.15.226","TCP","78","49720  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850361958 TSecr=0 SACK_PERM=1"
"654","63.436982","10.1.18.23","216.58.194.174","TLSv1.2","128","Application Data"
"655","63.437071","10.1.18.23","216.58.194.174","TLSv1.2","379","Application Data"
"656","63.437851","10.1.18.23","138.202.84.49","DNS","74","Standard query 0xe061 A api.github.com"
"657","63.439416","192.30.255.112","10.1.18.23","TCP","66","443  >  49719 [ACK] Seq=142 Ack=1495 Win=32768 Len=0 TSval=677569362 TSecr=850361939"
"658","63.441290","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=1 Ack=63 Win=200 Len=0 TSval=1525802959 TSecr=850361958"
"659","63.441295","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=1 Ack=376 Win=204 Len=0 TSval=1525802959 TSecr=850361958"
"660","63.450809","138.202.84.49","10.1.18.23","DNS","106","Standard query response 0xe061 A api.github.com A 192.30.255.116 A 192.30.255.117"
"661","63.451903","10.1.18.23","192.30.255.117","TCP","78","49721  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850361971 TSecr=0 SACK_PERM=1"
"662","63.459576","216.58.194.174","10.1.18.23","TLSv1.2","144","Application Data"
"663","63.459580","216.58.194.174","10.1.18.23","TLSv1.2","177","Application Data, Application Data"
"664","63.459581","216.58.194.174","10.1.18.23","TLSv1.2","112","Application Data"
"665","63.459644","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=376 Ack=79 Win=4093 Len=0 TSval=850361978 TSecr=1525802977"
"666","63.459644","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=376 Ack=190 Win=4090 Len=0 TSval=850361978 TSecr=1525802977"
"667","63.459645","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=376 Ack=236 Win=4088 Len=0 TSval=850361978 TSecr=1525802977"
"668","63.460384","10.1.18.23","216.58.194.174","TLSv1.2","112","Application Data"
"669","63.473875","192.30.255.117","10.1.18.23","TCP","74","443  >  49721 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28480 Len=0 MSS=1250 SACK_PERM=1 TSval=407379565 TSecr=850361971 WS=1024"
"670","63.473960","10.1.18.23","192.30.255.117","TCP","66","49721  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850361992 TSecr=407379565"
"671","63.474771","10.1.18.23","192.30.255.117","TLSv1.2","583","Client Hello"
"672","63.478834","192.30.255.112","10.1.18.23","TCP","66","443  >  49719 [ACK] Seq=142 Ack=1600 Win=32768 Len=0 TSval=677569372 TSecr=850361940"
"673","63.498020","192.30.255.117","10.1.18.23","TLSv1.2","222","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"674","63.498098","10.1.18.23","192.30.255.117","TCP","66","49721  >  443 [ACK] Seq=518 Ack=157 Win=131072 Len=0 TSval=850362015 TSecr=407379571"
"675","63.498352","10.1.18.23","192.30.255.117","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"676","63.499216","10.1.18.23","192.30.255.117","TLSv1.2","516","Application Data"
"677","63.499529","10.1.18.23","192.30.255.117","TLSv1.2","213","Application Data"
"678","63.504256","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=236 Ack=422 Win=204 Len=0 TSval=1525802982 TSecr=850361978"
"679","63.512558","52.200.15.226","10.1.18.23","TCP","74","443  >  49720 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1250 SACK_PERM=1 TSval=120647717 TSecr=850361958 WS=256"
"680","63.512621","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850362029 TSecr=120647717"
"681","63.512991","10.1.18.23","52.200.15.226","TLSv1.2","583","Client Hello"
"682","63.521412","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=157 Ack=1019 Win=30720 Len=0 TSval=407379576 TSecr=850362015"
"683","63.521417","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=157 Ack=1166 Win=31744 Len=0 TSval=407379576 TSecr=850362016"
"684","63.579191","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=17354 Ack=3210 Win=34816 Len=1238 TSval=677569397 TSecr=850361894 [TCP segment of a reassembled PDU]"
"685","63.579195","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"686","63.579196","192.30.255.112","10.1.18.23","TLSv1.2","1189","Application Data"
"687","63.579197","192.30.255.112","10.1.18.23","TLSv1.2","126","Application Data"
"688","63.579263","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=3210 Ack=18753 Win=129664 Len=0 TSval=850362094 TSecr=677569397"
"689","63.579263","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=3210 Ack=19876 Win=128544 Len=0 TSval=850362094 TSecr=677569397"
"690","63.579264","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=3210 Ack=19936 Win=128480 Len=0 TSval=850362094 TSecr=677569397"
"691","63.579331","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=3210 Ack=19936 Win=131072 Len=0 TSval=850362094 TSecr=677569397"
"692","63.589687","52.200.15.226","10.1.18.23","TCP","66","443  >  49720 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=120647736 TSecr=850362029"
"693","63.590104","52.200.15.226","10.1.18.23","TLSv1.2","211","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"694","63.590147","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=518 Ack=146 Win=131072 Len=0 TSval=850362104 TSecr=120647736"
"695","63.590364","10.1.18.23","52.200.15.226","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"696","63.591394","10.1.18.23","52.200.15.226","TCP","1304","49720  >  443 [ACK] Seq=569 Ack=146 Win=131072 Len=1238 TSval=850362105 TSecr=120647736 [TCP segment of a reassembled PDU]"
"697","63.591395","10.1.18.23","52.200.15.226","TLSv1.2","429","Application Data"
"698","63.614801","192.30.255.112","10.1.18.23","TCP","1304","443  >  49719 [ACK] Seq=142 Ack=1600 Win=32768 Len=1238 TSval=677569405 TSecr=850361940 [TCP segment of a reassembled PDU]"
"699","63.614806","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"700","63.614807","192.30.255.112","10.1.18.23","TCP","1304","443  >  49719 [ACK] Seq=1541 Ack=1600 Win=32768 Len=1238 TSval=677569405 TSecr=850361940 [TCP segment of a reassembled PDU]"
"701","63.614808","192.30.255.112","10.1.18.23","TLSv1.2","580","Application Data, Application Data"
"702","63.614877","10.1.18.23","192.30.255.112","TCP","66","49719  >  443 [ACK] Seq=1600 Ack=1541 Win=129664 Len=0 TSval=850362128 TSecr=677569405"
"703","63.614877","10.1.18.23","192.30.255.112","TCP","66","49719  >  443 [ACK] Seq=1600 Ack=3293 Win=127936 Len=0 TSval=850362128 TSecr=677569405"
"704","63.615032","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49719  >  443 [ACK] Seq=1600 Ack=3293 Win=131072 Len=0 TSval=850362128 TSecr=677569405"
"705","63.667739","52.200.15.226","10.1.18.23","TCP","66","443  >  49720 [ACK] Seq=146 Ack=1807 Win=32512 Len=0 TSval=120647755 TSecr=850362104"
"706","63.690377","52.200.15.226","10.1.18.23","TLSv1.2","688","Application Data"
"707","63.690458","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=2170 Ack=768 Win=130432 Len=0 TSval=850362202 TSecr=120647761"
"708","63.787993","192.30.255.117","10.1.18.23","TLSv1.2","938","Application Data"
"709","63.788061","10.1.18.23","192.30.255.117","TCP","66","49721  >  443 [ACK] Seq=1166 Ack=1029 Win=130176 Len=0 TSval=850362299 TSecr=407379627"
"710","64.224305","63.251.109.132","10.1.18.23","TLSv1.2","85","Encrypted Alert"
"711","64.224310","63.251.109.132","10.1.18.23","TCP","60","443  >  49711 [FIN, ACK] Seq=1233 Ack=786 Win=12864 Len=0"
"712","64.224378","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [ACK] Seq=786 Ack=1233 Win=65535 Len=0"
"713","64.224378","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [ACK] Seq=786 Ack=1234 Win=65535 Len=0"
"714","64.224585","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"715","64.224932","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [FIN, ACK] Seq=817 Ack=1234 Win=65535 Len=0"
"716","64.229549","63.251.109.132","10.1.18.23","TCP","60","443  >  49711 [RST] Seq=1234 Win=0 Len=0"
"717","64.662876","10.1.18.23","23.53.114.88","TCP","1304","49714  >  443 [ACK] Seq=6620 Ack=4199 Win=131072 Len=1238 TSval=850363170 TSecr=1176687154 [TCP segment of a reassembled PDU]"
"718","64.662877","10.1.18.23","23.53.114.88","TLSv1.2","982","Application Data"
"719","64.669278","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=4199 Ack=8774 Win=51520 Len=0 TSval=1176695513 TSecr=850363170"
"720","64.670080","23.53.114.88","10.1.18.23","TLSv1.2","504","Application Data"
"721","64.670156","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=8774 Ack=4637 Win=130624 Len=0 TSval=850363176 TSecr=1176695514"
"722","64.710802","10.1.18.23","192.30.255.112","TCP","1304","49718  >  443 [ACK] Seq=3210 Ack=19936 Win=131072 Len=1238 TSval=850363216 TSecr=677569397 [TCP segment of a reassembled PDU]"
"723","64.710803","10.1.18.23","192.30.255.112","TLSv1.2","227","Application Data"
"724","64.732732","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=19936 Ack=4448 Win=37888 Len=0 TSval=677569685 TSecr=850363216"
"725","64.732737","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=19936 Ack=4609 Win=39936 Len=0 TSval=677569685 TSecr=850363216"
"726","65.146257","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=19936 Ack=4609 Win=39936 Len=1238 TSval=677569763 TSecr=850363216 [TCP segment of a reassembled PDU]"
"727","65.146262","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"728","65.146264","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data"
"729","65.146265","192.30.255.112","10.1.18.23","TLSv1.2","1278","Application Data"
"730","65.146266","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=23785 Ack=4609 Win=39936 Len=1238 TSval=677569763 TSecr=850363216 [TCP segment of a reassembled PDU]"
"731","65.146270","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"732","65.146312","192.30.255.112","10.1.18.23","TLSv1.2","388","Application Data"
"733","65.146313","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=26583 Ack=4609 Win=39936 Len=1238 TSval=677569763 TSecr=850363216 [TCP segment of a reassembled PDU]"
"734","65.146314","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"735","65.146395","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=27982 Ack=4609 Win=39936 Len=1238 TSval=677569763 TSecr=850363216 [TCP segment of a reassembled PDU]"
"736","65.146397","192.30.255.112","10.1.18.23","TLSv1.2","1304","Application Data [TCP segment of a reassembled PDU]"
"737","65.146399","192.30.255.112","10.1.18.23","TLSv1.2","598","Application Data, Application Data"
"738","65.146401","192.30.255.112","10.1.18.23","TLSv1.2","100","Application Data"
"739","65.146403","192.30.255.112","10.1.18.23","TCP","100","[TCP Retransmission] 443  >  49718 [PSH, ACK] Seq=30990 Ack=4609 Win=39936 Len=34 TSval=677569779 TSecr=850363216"
"740","65.146454","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=21335 Win=129664 Len=0 TSval=850363650 TSecr=677569763"
"741","65.146455","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=23785 Win=127200 Len=0 TSval=850363650 TSecr=677569763"
"742","65.146455","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=26261 Win=124736 Len=0 TSval=850363650 TSecr=677569763"
"743","65.146455","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=26583 Win=124416 Len=0 TSval=850363650 TSecr=677569763"
"744","65.146455","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=27982 Win=123008 Len=0 TSval=850363650 TSecr=677569763"
"745","65.146456","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=30458 Win=120544 Len=0 TSval=850363650 TSecr=677569763"
"746","65.146456","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=30990 Win=120000 Len=0 TSval=850363650 TSecr=677569763"
"747","65.146456","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=4609 Ack=31024 Win=119968 Len=0 TSval=850363650 TSecr=677569763"
"748","65.146457","10.1.18.23","192.30.255.112","TCP","78","[TCP Dup ACK 747#1] 49718  >  443 [ACK] Seq=4609 Ack=31024 Win=119968 Len=0 TSval=850363650 TSecr=677569779 SLE=30990 SRE=31024"
"749","65.146597","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=4609 Ack=31024 Win=130496 Len=0 TSval=850363650 TSecr=677569779"
"750","65.161919","10.1.18.23","52.200.15.226","TCP","1304","49720  >  443 [ACK] Seq=2170 Ack=768 Win=131072 Len=1238 TSval=850363665 TSecr=120647761 [TCP segment of a reassembled PDU]"
"751","65.161919","10.1.18.23","52.200.15.226","TLSv1.2","522","Application Data"
"752","65.162821","10.1.18.23","192.30.255.112","TLSv1.2","1210","Application Data"
"753","65.184620","192.30.255.112","10.1.18.23","TCP","66","443  >  49718 [ACK] Seq=31024 Ack=5753 Win=41984 Len=0 TSval=677569798 TSecr=850363665"
"754","65.210132","10.1.18.23","192.30.255.117","TLSv1.2","536","Application Data"
"755","65.210504","10.1.18.23","216.58.194.174","TLSv1.2","128","Application Data"
"756","65.210636","10.1.18.23","192.30.255.117","TLSv1.2","233","Application Data"
"757","65.210691","10.1.18.23","216.58.194.174","TLSv1.2","393","Application Data"
"758","65.214690","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=236 Ack=484 Win=204 Len=0 TSval=1525804732 TSecr=850363712"
"759","65.215016","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=236 Ack=811 Win=208 Len=0 TSval=1525804733 TSecr=850363712"
"760","65.232001","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=1029 Ack=1636 Win=32768 Len=0 TSval=407380004 TSecr=850363712"
"761","65.232532","192.30.255.117","10.1.18.23","TCP","66","443  >  49721 [ACK] Seq=1029 Ack=1803 Win=34816 Len=0 TSval=407380004 TSecr=850363712"
"762","65.233627","216.58.194.174","10.1.18.23","TLSv1.2","144","Application Data"
"763","65.233633","216.58.194.174","10.1.18.23","TLSv1.2","177","Application Data, Application Data"
"764","65.233634","216.58.194.174","10.1.18.23","TLSv1.2","112","Application Data"
"765","65.233728","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=811 Ack=314 Win=4093 Len=0 TSval=850363734 TSecr=1525804751"
"766","65.233728","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=811 Ack=425 Win=4090 Len=0 TSval=850363734 TSecr=1525804751"
"767","65.233729","10.1.18.23","216.58.194.174","TCP","66","49689  >  443 [ACK] Seq=811 Ack=471 Win=4088 Len=0 TSval=850363734 TSecr=1525804751"
"768","65.234428","10.1.18.23","216.58.194.174","TLSv1.2","112","Application Data"
"769","65.238418","52.200.15.226","10.1.18.23","TCP","66","443  >  49720 [ACK] Seq=768 Ack=3864 Win=39936 Len=0 TSval=120648148 TSecr=850363665"
"770","65.272633","192.30.253.125","10.1.18.23","TLSv1.2","97","Application Data"
"771","65.272838","10.1.18.23","192.30.253.125","TCP","66","49485  >  443 [ACK] Seq=36 Ack=63 Win=4095 Len=0 TSval=850363771 TSecr=2008928260"
"772","65.275708","10.1.18.23","192.30.253.125","TLSv1.2","101","Application Data"
"773","65.276616","52.200.15.226","10.1.18.23","TLSv1.2","688","Application Data"
"774","65.276662","10.1.18.23","52.200.15.226","TCP","66","49720  >  443 [ACK] Seq=3864 Ack=1390 Win=130432 Len=0 TSval=850363773 TSecr=120648157"
"775","65.278141","216.58.194.174","10.1.18.23","TCP","66","443  >  49689 [ACK] Seq=471 Ack=857 Win=208 Len=0 TSval=1525804756 TSecr=850363734"
"776","65.318942","192.30.255.117","10.1.18.23","TLSv1.2","938","Application Data"
"777","65.319006","10.1.18.23","192.30.255.117","TCP","66","49721  >  443 [ACK] Seq=1803 Ack=1901 Win=130176 Len=0 TSval=850363815 TSecr=407380026"
"778","65.340373","192.30.255.112","10.1.18.23","TCP","1304","443  >  49718 [ACK] Seq=31024 Ack=5753 Win=41984 Len=1238 TSval=677569837 TSecr=850363665 [TCP segment of a reassembled PDU]"
"779","65.340377","192.30.255.112","10.1.18.23","TLSv1.2","227","Application Data"
"780","65.340378","192.30.255.112","10.1.18.23","TLSv1.2","995","Application Data"
"781","65.340379","192.30.255.112","10.1.18.23","TLSv1.2","748","Application Data"
"782","65.340451","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=5753 Ack=32423 Win=129664 Len=0 TSval=850363836 TSecr=677569837"
"783","65.340451","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=5753 Ack=33352 Win=128736 Len=0 TSval=850363836 TSecr=677569837"
"784","65.340451","10.1.18.23","192.30.255.112","TCP","66","49718  >  443 [ACK] Seq=5753 Ack=34034 Win=128032 Len=0 TSval=850363836 TSecr=677569837"
"785","65.340521","10.1.18.23","192.30.255.112","TCP","66","[TCP Window Update] 49718  >  443 [ACK] Seq=5753 Ack=34034 Win=131072 Len=0 TSval=850363836 TSecr=677569837"
"786","65.353303","192.30.253.125","10.1.18.23","TCP","66","443  >  49485 [ACK] Seq=63 Ack=71 Win=31 Len=0 TSval=2008928280 TSecr=850363773"
"787","66.067609","63.251.109.132","10.1.18.23","TLSv1.2","85","Encrypted Alert"
"788","66.067685","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [ACK] Seq=1156 Ack=6023 Win=65535 Len=0"
"789","66.067955","10.1.18.23","63.251.109.132","TLSv1.2","85","Encrypted Alert"
"790","66.068487","10.1.18.23","63.251.109.132","TCP","54","49705  >  443 [FIN, ACK] Seq=1187 Ack=6023 Win=65535 Len=0"
"791","66.072921","63.251.109.132","10.1.18.23","TCP","60","443  >  49705 [RST] Seq=6023 Win=0 Len=0"
"792","66.072928","63.251.109.132","10.1.18.23","TCP","60","443  >  49705 [RST] Seq=6023 Win=0 Len=0"
"793","68.832268","192.30.253.124","10.1.18.23","TLSv1.2","97","Application Data"
"794","68.832273","192.30.253.124","10.1.18.23","TLSv1.2","97","Application Data"
"795","68.832364","10.1.18.23","192.30.253.124","TCP","66","49281  >  443 [ACK] Seq=36 Ack=63 Win=4095 Len=0 TSval=850367321 TSecr=2008929131"
"796","68.832365","10.1.18.23","192.30.253.124","TCP","66","49271  >  443 [ACK] Seq=36 Ack=63 Win=4095 Len=0 TSval=850367321 TSecr=2008929131"
"797","68.833202","10.1.18.23","192.30.253.124","TLSv1.2","101","Application Data"
"798","68.833296","10.1.18.23","192.30.253.124","TLSv1.2","101","Application Data"
"799","68.910583","192.30.253.124","10.1.18.23","TCP","66","443  >  49271 [ACK] Seq=63 Ack=71 Win=31 Len=0 TSval=2008929169 TSecr=850367321"
"800","68.911165","192.30.253.124","10.1.18.23","TCP","66","443  >  49281 [ACK] Seq=63 Ack=71 Win=31 Len=0 TSval=2008929170 TSecr=850367321"
"801","81.566618","10.1.18.23","23.53.114.88","TCP","1304","49714  >  443 [ACK] Seq=8774 Ack=4637 Win=131072 Len=1238 TSval=850380049 TSecr=1176695514 [TCP segment of a reassembled PDU]"
"802","81.566619","10.1.18.23","23.53.114.88","TLSv1.2","840","Application Data"
"803","81.572921","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=4637 Ack=10786 Win=56896 Len=0 TSval=1176712416 TSecr=850380049"
"804","81.574234","23.53.114.88","10.1.18.23","TLSv1.2","504","Application Data"
"805","81.574332","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=10786 Ack=5075 Win=130624 Len=0 TSval=850380056 TSecr=1176712417"
"806","83.169504","HuaweiTe_36:29:16","Apple_7c:f2:e4","ARP","66","Who has 10.1.18.23? Tell 10.1.0.1"
"807","83.169541","Apple_7c:f2:e4","HuaweiTe_36:29:16","ARP","42","10.1.18.23 is at 8c:85:90:7c:f2:e4"
"808","89.621046","192.30.253.125","10.1.18.23","TLSv1.2","97","Application Data"
"809","89.621119","10.1.18.23","192.30.253.125","TCP","66","49673  >  443 [ACK] Seq=36 Ack=63 Win=4095 Len=0 TSval=850388098 TSecr=2008934327"
"810","89.621864","10.1.18.23","192.30.253.125","TLSv1.2","101","Application Data"
"811","89.699241","192.30.253.125","10.1.18.23","TCP","66","443  >  49673 [ACK] Seq=63 Ack=71 Win=31 Len=0 TSval=2008934366 TSecr=850388098"
"812","89.796799","10.1.18.23","203.205.146.16","TCP","380","49157  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=326"
"813","90.030162","203.205.146.16","10.1.18.23","TCP","138","8080  >  49157 [PSH, ACK] Seq=1 Ack=327 Win=720 Len=84"
"814","90.030246","10.1.18.23","203.205.146.16","TCP","54","49157  >  8080 [ACK] Seq=327 Ack=85 Win=8189 Len=0"
"815","110.100267","192.30.253.125","10.1.18.23","TLSv1.2","97","Application Data"
